FB_Name,SC_Name,analysis_position_code,analysis_position_jp,psv99_per_match,assist_cross_proxy_per90,sprint_distance_full_all_per_match,dropping_off_runs_proxy_per90,pressure_engagement_proxy_per90,consecutive_on_ball_engagement_proxy_per90,above_hsr_engagement_proxy_per_match,dribble_success_rate_pct,carry_into_box_proxy_per90,cross_reception_proxy_per90,shot_conversion_rate_pct,pulling_wide_runs_proxy_per90,cross_success_rate_pct,opponent_box_ball_gain_proxy_per90,dribble_shot_proxy_per90
加藤　大樹,Taiki Kato,SH,サイドハーフ,29.03720930232558,1.0206238185255199,156.32558139534885,29.943289224952743,2.381852551984877,4.762514177693761,41.58139534883721,44.45555555555556,1.1909262759924386,1.3610586011342156,18.75,3.232514177693762,31.573684210526316,0.6805293005671078,0.6806994328922495
瀬畠　義成,Gijo Sehata,SH,サイドハーフ,26.307142857142857,,61.785714285714285,,,,27.464285714285715,,,,,,,,
藤川　虎太朗,Kotaro Fujikawa,SH,サイドハーフ,26.690322580645162,,84.16129032258064,,,,37.483870967741936,,,,,,,,
世瀬　啓人,Hiroto Sese,SH,サイドハーフ,25.54,0.09448818897637795,54.7,59.811023622047244,2.1259842519685037,11.52708661417323,27.5,50.0,0.47244094488188976,0.3307086614173228,9.523809523809524,0.1889763779527559,50.0,0.5669291338582677,0.09448818897637795
佐相　壱明,Kazuaki Saso,SH,サイドハーフ,28.686046511627907,0.38987001733102256,140.09302325581396,26.048526863084923,1.9497400346620453,6.316377816291162,34.093023255813954,52.38095238095239,1.0918544194107451,0.5459272097053726,7.6923076923076925,2.339688041594454,16.663333333333334,0.46793760831889086,0.8578856152512998
庄司　悦大,Yoshihiro Shoji,SH,サイドハーフ,26.119999999999997,0.14331210191082802,59.3,58.041401273885356,0.9076433121019107,12.947340764331212,31.5,0.0,0.7643312101910827,0.3343949044585987,6.666666666666667,0.6210191082802548,23.076923076923077,0.6210191082802548,0.0
狩野　海晟,Kaisei  Kano,SH,サイドハーフ,26.73225806451613,,74.12903225806451,,,,32.74193548387097,,,,,,,,
岩岸　宗志,Soshi Iwagishi,SH,サイドハーフ,29.94047619047619,0.8241631973355537,101.30952380952381,24.504579517069107,0.5995004163197336,5.3207160699417155,26.595238095238095,48.48787878787879,2.3230641132389676,2.847626977518735,8.695652173913043,2.922564529558701,28.199999999999996,0.37468776019983346,1.1990757701915071
曽田　一騎,Kazuki Sota,SH,サイドハーフ,28.790625,,170.34375,,,,51.6875,,,,,,,,
箱崎　達也,Tatsuya Hakozaki,SH,サイドハーフ,26.4,,70.54838709677419,,,,37.645161290322584,,,,,,,,
滝　裕太,Yuta Taki,SH,サイドハーフ,28.106060606060606,0.7176423690205012,105.66666666666667,19.886104783599087,1.0250569476082005,5.740421412300684,31.78787878787879,65.21739130434783,2.152619589977221,1.3325740318906607,0.0,2.7676537585421412,25.92962962962963,0.41002277904328016,1.5375854214123008
棚橋　尭士,Akito Tanahashi,SH,サイドハーフ,28.26206896551724,0.26239067055393583,112.13793103448276,27.026239067055393,1.3119533527696792,5.508629737609329,41.41379310344828,38.44615384615384,1.3119533527696792,2.6239067055393583,21.428571428571427,1.8367346938775508,14.285714285714285,1.0495626822157433,1.3114285714285714
茂木　駿佑,Shunsuke Motegi,SH,サイドハーフ,28.11176470588235,,111.47058823529412,,,,35.61764705882353,,,,,,,,
