対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,analysis_position_code,analysis_position_jp,analysis_position_source,SC_Primary_Position,SC_Primary_Position_Group,player_name_normalized,dominant_team_name,team_season_signature,fb_dominant_team_name,fb_team_season_signature,join_method,join_method_detail,join_status,Notes
2024-2025,J3,アルトゥール　シルバ,Arthur Silva Feitoza,MF,Midfield,2360.0,1873.26,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Arthur Silva Feitoza,大宮,2024|大宮|1873.26,大宮,2024|大宮|2360.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,泉澤　仁,Jin Izumisawa,MF,Wide Attacker,2305.0,2449.8100000000004,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Jin Izumisawa,岐阜,2025|岐阜|2347.18; 2024|大宮|102.63,大宮,2024|大宮|99.00; 2025|岐阜|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Naoki Yamada
2024-2025,J3,渡邉　英祐,Eisuke Watanabe,MF,Midfield,2301.0,2571.59,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Eisuke Watanabe,鹿児島,2025|鹿児島|2571.59,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,トーマス　モスキオン,Tomás Moschión,MF,Midfield,2293.0,1750.95,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Tomás Moschión,今治,2024|今治|1750.95,今治,2024|今治|2293.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,青島　太一,Taichi Aoshima,MF,Midfield,2205.0,2359.08,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Taichi Aoshima,栃木SC,2025|栃木SC|2359.08,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,坂井　駿也,Shunya Sakai,MF,Wide Attacker,2148.0,2330.6499999999996,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Shunya Sakai,宮崎,2025|宮崎|1628.20; 2024|宮崎|702.45,宮崎,2024|宮崎|738.00; 2025|宮崎|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Jumpei Tanaka
2024-2025,J3,小西　陽向,Hinata Konishi,MF,Wide Attacker,2139.0,1816.01,SH,サイドハーフ,RF (Position Group: Wide Attacker),RF,Wide Attacker,Hinata Konishi,長野,2024|長野|1222.20; 2025|長野|593.81,長野,2024|長野|1608.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,嶋田　慎太郎,Shintaro Shimada,MF,Wide Attacker,2071.0,2187.46,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Shintaro Shimada,金沢,2025|金沢|1543.82; 2024|金沢|643.64,金沢,2024|金沢|674.00; 2025|金沢|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Shunya Mouri
2024-2025,J3,吉平　翼,Tsubasa Yoshihira,FW,Wide Attacker,2014.0,1652.23,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Tsubasa Yoshihira,富山,2024|富山|1652.23,富山,2024|富山|2014.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,吉尾　虹樹,Koju Yoshio,MF,Wide Attacker,2007.0,2285.02,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Koju Yoshio,鹿児島,2025|鹿児島|2285.02,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Kazuak Ihori
2024-2025,J3,利根　瑠偉,Rui Tone,MF,Wide Attacker,1976.0,1932.21,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Rui Tone,FC大阪,2025|FC大阪|1289.25; 2024|FC大阪|642.96,FC大阪,2024|FC大阪|835.00; 2025|FC大阪|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Yuto Kokuryo
2024-2025,J3,加藤　大樹,Taiki Kato,MF,Wide Attacker,1948.0,2107.4100000000003,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Taiki Kato,金沢,2025|金沢|1604.18; 2024|金沢|503.23,金沢,2024|金沢|529.00; 2025|金沢|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Shunya Mouri
2024-2025,J3,瀬畠　義成,Gijo Sehata,MF,Midfield,1928.0,2092.71,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Gijo Sehata,群馬,2025|群馬|2092.71,群馬,2025|群馬|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,藤川　虎太朗,Kotaro Fujikawa,MF,Wide Attacker,1919.0,2085.8,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Kotaro Fujikawa,長野,2025|長野|2085.80,長野,2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,世瀬　啓人,Hiroto Sese,MF,Midfield,1905.0,885.74,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Hiroto Sese,鳥取,2024|鳥取|885.74,鳥取,2024|鳥取|1905.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,佐相　壱明,Kazuaki Saso,DF,Wide Attacker,1890.0,1870.4400000000005,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Kazuaki Saso,松本,2024|松本|1034.59; 2025|松本|835.85,松本,2024|松本|1154.00; 2025|松本|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Gen Matsumura
2024-2025,J3,庄司　悦大,Yoshihiro Shoji,MF,Midfield,1884.0,1052.81,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Yoshihiro Shoji,岐阜,2024|岐阜|1052.81,岐阜,2024|岐阜|1884.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,狩野　海晟,Kaisei  Kano,MF,Midfield,1844.0,1965.48,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Kaisei Kano,福島,2025|福島|1965.48,福島,2025|福島|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,岩岸　宗志,Soshi Iwagishi,FW,Wide Attacker,1795.0,1664.91,SH,サイドハーフ,LF (Position Group: Wide Attacker),LF,Wide Attacker,Soshi Iwagishi,讃岐,2024|讃岐|972.71; 2025|讃岐|692.20,讃岐,2024|讃岐|1201.00; 2025|讃岐|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,曽田　一騎,Kazuki Sota,FW,Wide Attacker,1785.0,1952.2,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Kazuki Sota,琉球,2025|琉球|1952.20,琉球,2025|琉球|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,箱崎　達也,Tatsuya Hakozaki,MF,Midfield,1784.0,1974.67,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Tatsuya Hakozaki,岐阜,2025|岐阜|1974.67,岐阜,2025|岐阜|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,滝　裕太,Yuta Taki,MF,Wide Attacker,1777.0,1652.1499999999996,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Yuta Taki,松本,2025|松本|987.50; 2024|松本|664.65,松本,2024|松本|878.00; 2025|松本|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Ryuji Kokubu
2024-2025,J3,棚橋　尭士,Akito Tanahashi,FW,Wide Attacker,1773.0,1800.31,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Akito Tanahashi,栃木SC,2025|栃木SC|1587.00; 2024|相模原|213.31,相模原,2024|相模原|343.00; 2025|栃木SC|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,茂木　駿佑,Shunsuke Motegi,MF,Wide Attacker,1764.0,1909.4299999999996,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Shunsuke Motegi,琉球,2025|琉球|1909.43,琉球,2025|琉球|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,関野　元弥,Genya Sekino,MF,Midfield,1748.0,1903.64,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Genya Sekino,栃木Ｃ,2025|栃木Ｃ|1903.64,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,下澤　悠太,Yuta Shimozawa,MF,Midfield,1733.0,1218.06,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Yuta Shimozawa,FC大阪,2024|FC大阪|1218.06,FC大阪,2024|FC大阪|1733.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,江口　直生,Nao Eguchi,MF,Midfield,1729.0,1720.24,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Nao Eguchi,讃岐,2025|讃岐|878.42; 2024|讃岐|841.82,讃岐,2024|讃岐|941.00; 2025|讃岐|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,芳賀　日陽,Asahi Haga,MF,Midfield,1708.0,1659.97,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Asahi Haga,FC大阪,2025|FC大阪|1205.50; 2024|FC大阪|454.47,FC大阪,2024|FC大阪|536.00; 2025|FC大阪|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,牧山　晃政,Kosei Makiyama,MF,Wide Attacker,1679.0,1552.4600000000005,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Kosei Makiyama,讃岐,2025|讃岐|1338.40; 2024|相模原|214.06,相模原,2024|相模原|438.00; 2025|讃岐|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Noh Seung-Ki
2024-2025,J3,加藤　丈,Joe Caletti,MF,Midfield,1673.0,1794.91,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Joe Caletti,栃木Ｃ,2025|栃木Ｃ|1794.91,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Joe Caletti
2024-2025,J3,三好　麟大,Rinta  Miyoshi,MF,Midfield,1661.0,1839.95,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Rinta Miyoshi,高知,2025|高知|1839.95,高知,2025|高知|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,須藤　直輝,Naoki   Suto,MF,Midfield,1659.0,1793.25,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Naoki Suto,高知,2025|高知|1793.25,高知,2025|高知|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,吉野　陽翔,Haruto Yoshino,MF,Midfield,1658.0,1865.43,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Haruto Yoshino,栃木SC,2025|栃木SC|1865.43,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,熊谷　アンドリュー,Andrew Kumagai,MF,Midfield,1654.0,1823.09,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Andrew Kumagai,金沢,2025|金沢|975.89; 2024|金沢|847.20,金沢,2024|金沢|782.00; 2025|金沢|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,國分　将,Masashi Kokubun,MF,Full Back,1645.0,1344.73,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Masashi Kokubun,八戸,2025|八戸|990.70; 2024|八戸|354.03,八戸,2024|八戸|753.00; 2025|八戸|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Koki Maezawa
2024-2025,J3,藤村　怜,Ren Fujimura,MF,Midfield,1633.0,1731.99,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Ren Fujimura,群馬,2025|群馬|1731.99,群馬,2025|群馬|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,嫁阪　翔太,Shota Yomesaka,MF,Wide Attacker,1622.0,967.95,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Shota Yomesaka,奈良,2024|奈良|802.33; 2025|奈良|165.62,奈良,2024|奈良|1466.00; 2025|奈良|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Riki Tomizu
2024-2025,J3,竹内　崇人,Takato  Takeuchi,MF,Midfield,1594.0,1766.08,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Takato Takeuchi,相模原,2025|相模原|1766.08,相模原,2025|相模原|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,前田　泰良,Taira Maeda,MF,Midfield,1589.0,1146.17,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Taira Maeda,相模原,2024|相模原|600.57; 2025|相模原|545.60,相模原,2024|相模原|1143.00; 2025|相模原|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Rio Yoshitake
2024-2025,J3,松岡　大智,Daichi Matsuoka,MF,Wide Attacker,1583.0,1273.81,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Daichi Matsuoka,富山,2024|富山|1273.81,富山,2024|富山|1583.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,後藤　優介,Yusuke Goto,FW,Wide Attacker,1573.0,1650.26,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Yusuke Goto,讃岐,2025|讃岐|1650.26,讃岐,2025|讃岐|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,山田　貴文,Takafumi Yamada,MF,Midfield,1553.0,1191.1,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Takafumi Yamada,今治,2024|今治|1191.10,今治,2024|今治|1553.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,横山　智也,Tomoya Yokoyama,FW,Wide Attacker,1484.0,1359.84,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Tomoya Yokoyama,岐阜,2025|岐阜|1091.16; 2024|岐阜|268.68,岐阜,2024|岐阜|533.00; 2025|岐阜|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,土佐　陸翼,Riku  Tosa,MF,Midfield,1479.0,1562.4,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Riku Tosa,栃木Ｃ,2025|栃木Ｃ|1562.40,栃木Ｃ,2025|栃木Ｃ|0.00,normalized,composite_normalized,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,福田　望久斗,Mikuto Fukuda,FW,Wide Attacker,1442.0,1570.22,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Mikuto Fukuda,鹿児島,2025|鹿児島|1570.22,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,森　俊貴,Toshiki Mori,MF,Midfield,1441.0,1636.82,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Toshiki Mori,栃木Ｃ,2025|栃木Ｃ|1636.82,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,中村　仁郎,Jiro Nakamura,MF,Wide Attacker,1440.0,1582.2599999999998,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Jiro Nakamura,岐阜,2025|岐阜|960.93; 2024|松本|621.33,松本,2024|松本|597.00; 2025|岐阜|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Naoki Yamada
2024-2025,J3,新垣　貴之,Takayuki Arakaki,MF,Wide Attacker,1437.0,1266.34,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Takayuki Arakaki,岐阜,2024|岐阜|1266.34,岐阜,2024|岐阜|1437.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,森田　凜,Rin Morita,MF,Midfield,1425.0,1616.72,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Rin Morita,奈良,2025|奈良|1234.32; 2024|奈良|382.40,奈良,2024|奈良|323.00; 2025|奈良|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,髙橋　大悟,Daigo Takahashi,MF,Wide Attacker,1396.0,1373.9,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Daigo Takahashi,北九州,2025|北九州|1373.90,北九州,2025|北九州|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Yamato Machida
2024-2025,J3,杉本　蓮,Ren Sugimoto,MF,Midfield,1368.0,1592.0699999999997,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Ren Sugimoto,相模原,2025|相模原|1592.07,相模原,2025|相模原|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,川谷　凪,Nagi Kawatani,MF,Wide Attacker,1364.0,1480.16,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Nagi Kawatani,奈良,2025|奈良|1480.16,奈良,2025|奈良|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Riki Tomizu
2024-2025,J3,圓道　将良,Masayoshi Endo,MF,Wide Attacker,1363.0,1589.81,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Masayoshi Endo,鹿児島,2025|鹿児島|1589.81,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,佐藤　諒,Ryo Sato,MF,Wide Attacker,1356.0,1483.7299999999998,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Ryo Sato,FC大阪,2025|FC大阪|1483.73,FC大阪,2025|FC大阪|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,布施谷　翔,Sho Fuseya,MF,Wide Attacker,1333.0,1303.14,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Sho Fuseya,富山,2024|富山|1303.14,富山,2024|富山|1333.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,加藤　弘堅,Koken Kato,MF,Midfield,1324.0,1057.62,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Koken Kato,長野,2024|長野|827.29; 2025|長野|230.33,長野,2024|長野|1116.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,田中　稔也,Toshiya Tanaka,MF,Wide Attacker,1300.0,1470.71,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Toshiya Tanaka,鹿児島,2025|鹿児島|1470.71,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Kazuak Ihori
2024-2025,J3,幸喜　祐心,Yushin Koki,MF,Midfield,1287.0,983.38,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Yushin Koki,琉球,2025|琉球|517.61; 2024|琉球|465.77,琉球,2024|琉球|818.00; 2025|琉球|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,東出　壮太,Sota Higashide,MF,Midfield,1259.0,530.58,SH,サイドハーフ,LF (Position Group: Wide Attacker),LF,Wide Attacker,Sota Higashide,鳥取,2024|鳥取|530.58,鳥取,2024|鳥取|1259.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / SC元データ名: Sota  Higashide
2024-2025,J3,藤森　亮志,Ryoji Fujimori,MF,Wide Attacker,1252.0,1246.1,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Ryoji Fujimori,長野,2025|長野|925.96; 2024|長野|320.14,長野,2024|長野|417.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,齋藤　学,Manabu Saito,FW,Wide Attacker,1250.0,1406.05,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Manabu Saito,沼津,2025|沼津|708.26; 2024|沼津|697.79,沼津,2024|沼津|705.00; 2025|沼津|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,遠藤　光,Hikaru Endo,MF,Midfield,1223.0,1179.67,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Hikaru Endo,宮崎,2024|宮崎|1179.67,宮崎,2024|宮崎|1223.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,山中　惇希,Atsuki Yamanaka,MF,Wide Attacker,1189.0,1276.12,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Atsuki Yamanaka,群馬,2025|群馬|1276.12,群馬,2025|群馬|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Rikiru Nakano
2024-2025,J3,大橋　尚志,Hisashi  Ohashi,MF,Midfield,1166.0,1274.82,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Hisashi Ohashi,松本,2025|松本|1274.82,松本,2025|松本|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,山口　一真,Kazuma Yamaguchi,MF,Wide Attacker,1154.0,825.5200000000001,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Kazuma Yamaguchi,松本,2024|松本|535.66; 2025|群馬|289.86,松本,2024|松本|929.00; 2025|群馬|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Ryuji Kokubu
2024-2025,J3,中山　陸,Riku Nakayama,MF,Wide Attacker,1141.0,1196.11,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Riku Nakayama,相模原,2025|相模原|1196.11,相模原,2025|相模原|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,松原　亘紀,Koki Matsubara,MF,Midfield,1135.0,995.07,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Koki Matsubara,岩手,2024|岩手|995.07,岩手,2024|岩手|1135.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,藤井　建悟,Kengo Fujii,MF,Wide Attacker,1132.0,1221.63,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Kengo Fujii,沼津,2025|沼津|1221.63,沼津,2025|沼津|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,バスケス　バイロン,Byron Gustavo Andrés Vásquez Maragaño,MF,Wide Attacker,1092.0,1191.2700000000002,SH,サイドハーフ,Right Forward (Position Group: Wide Attacker),Right Forward,Wide Attacker,Byron Gustavo Andrés Vásquez Maragaño,栃木Ｃ,2025|栃木Ｃ|1191.27,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Joe Caletti
2024-2025,J3,田中　直基,Naoki Tanaka,FW,Wide Attacker,1065.0,747.7,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Naoki Tanaka,FC大阪,2024|FC大阪|747.70,FC大阪,2024|FC大阪|1065.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,宇都木　峻,Shun Utsugi,MF,Midfield,1060.0,1188.86,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Shun Utsugi,栃木Ｃ,2025|栃木Ｃ|1188.86,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,道本　大飛,Hiroto Domoto,MF,Midfield,1038.0,834.0799999999999,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Hiroto Domoto,岩手,2024|岩手|503.89; 2024|YS横浜|330.19,YS横浜,2024|YS横浜|595.00; 2024|岩手|443.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,三門　雄大,Yuta Mikado,MF,Midfield,1027.0,884.11,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Yuta Mikado,今治,2024|今治|884.11,今治,2024|今治|1027.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,楠　大樹,Daiki Kusunoki,MF,Wide Attacker,994.0,555.48,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Daiki Kusunoki,宮崎,2024|宮崎|555.48,宮崎,2024|宮崎|994.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Jumpei Tanaka
