Issue_Type,FB_Name,FB_Pos,FB_Minutes,SC_Name,SC_Position_Group,SC_Minutes,Mapping_Source,Top_Score,Gap_to_Second,Name_Score,Vector_Score,Minutes_Score,Candidate_Count,Notes,Match_Vector_Score
low_confidence_top_candidate,鍋田　純志,DF,811.0,Atsushi Nabeta,Central Defender,828.8,auto_j3_outfield,87.84,7.03,61.11,99.46,97.85,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",16.67
low_confidence_top_candidate,寺阪　尚悟,DF,974.0,Shogo Terasaka,Central Defender,988.04,auto_j3_outfield,88.59,7.7,63.16,99.58,98.58,15,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",16.33
low_confidence_top_candidate,吉村　弦,DF,2810.0,Yuzuru Yoshimura,Full Back,3049.04,auto_j3_outfield,88.89,15.47,68.97,98.04,92.16,16,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",16.22
low_confidence_top_candidate,夏川　大和,MF,735.0,Yuta Shimozawa,Midfield,1218.06,auto_j3_outfield,74.14,15.66,46.67,88.67,60.34,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",15.64
low_confidence_top_candidate,武沢　一翔,MF,905.0,Kosei Okazawa,Midfield,2071.5,auto_j3_outfield,72.53,5.08,51.61,85.92,43.69,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",15.08
low_confidence_top_candidate,長野　星輝,FW,317.0,Shoki  Nagano,Wide Attacker,293.15999999999997,auto_j3_outfield,88.96,21.49,68.97,98.12,92.48,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",13.61
low_confidence_top_candidate,宮脇　茂夫,DF,2439.0,Shigeo Miyawaki,Full Back,2901.87,auto_j3_outfield,96.33,11.24,100.0,96.01,84.05,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",12.75
low_confidence_top_candidate,東條　敦輝,MF,2862.0,Atsuki Tojo,Midfield,2865.13,auto_j3_outfield,90.66,21.61,68.97,99.96,99.89,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",12.37
low_confidence_top_candidate,ガブリエル　エンリケ,MF,526.0,Gabriel Nascimento,Midfield,456.59,auto_j3_outfield,81.51,3.61,48.48,96.7,86.8,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",11.95
low_confidence_top_candidate,水野　颯太,MF,2907.0,Hayata Mizuno,Midfield,3049.4,auto_j3_outfield,91.43,10.18,75.0,98.83,95.33,14,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",11.89
low_confidence_top_candidate,森川　裕基,MF,2789.0, Jimpei   Yoshida,Midfield,2865.05,auto_j3_outfield,79.6,0.69,37.04,97.61,97.35,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",11.47
low_confidence_top_candidate,芳賀　日陽,MF,1708.0,Asahi Haga,Midfield,1659.97,auto_j3_outfield,86.76,16.07,58.33,99.12,97.19,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",9.76
low_confidence_top_candidate,豊田　晃大,FW,326.0,Koki Toyoda,Midfield,251.02,auto_j3_outfield,90.8,10.43,86.96,94.25,77.0,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",9.62
low_confidence_top_candidate,ターレス,MF,797.0,Ji-hoon Lim,Midfield,787.85,auto_j3_outfield,69.73,0.84,0.0,99.7,98.85,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,小竹　知恩,FW,570.0,Ayahi Sakurai,Wide Attacker,552.87,auto_j3_outfield,81.31,14.73,40.0,99.25,96.99,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,下上　昇大,MF,350.0,Shota Shimogami,Midfield,367.47,auto_j3_outfield,87.66,8.86,62.5,98.81,95.25,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,土佐　陸翼,MF,1479.0,Riku  Tosa,Midfield,1562.4,auto_j3_outfield,89.54,9.34,69.23,98.67,94.66,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,永野　修都,DF,2330.0,Shuto Nagano,Central Defender,2462.06,auto_j3_outfield,88.12,7.32,64.52,98.66,94.64,14,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,新谷　聖基,FW,1700.0,Masaki  Shintani,Center Forward,1800.19,auto_j3_outfield,85.86,14.51,57.14,98.61,94.43,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,藤井　建悟,MF,1132.0,Ryohei Watanabe,Midfield,1067.98,auto_j3_outfield,75.9,1.98,24.0,98.59,94.34,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,ジョアオ,MF,680.0,Shuto Inaba,Midfield,725.18,auto_j3_outfield,76.57,1.68,26.67,98.44,93.77,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,井上　航希,DF,2132.0,Koki Inoue,Central Defender,2266.29,auto_j3_outfield,89.45,12.09,69.57,98.41,94.07,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,加藤　丈,MF,1673.0,Riku  Tosa,Midfield,1562.4,auto_j3_outfield,81.81,1.37,44.44,98.35,93.39,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,ヘナン,DF,673.0,Renan Dos Santos Paixão,Central Defender,721.65,auto_j3_outfield,77.02,3.3,28.57,98.31,93.26,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,藤井　葉大,DF,1482.0,Yota Fujii,Central Defender,1592.24,auto_j3_outfield,87.5,5.56,63.64,98.27,93.08,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,土井　紅貴,MF,1930.0,Koki Doi,Midfield,2092.19,auto_j3_outfield,76.22,4.4,26.67,98.06,92.25,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,佐々木　敦河,MF,711.0,Hibiki Okazawa,Midfield,771.24,auto_j3_outfield,80.93,2.13,42.42,98.05,92.19,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,河野　諒祐,DF,1906.0,Ryosuke Kawano,Full Back,2068.2,auto_j3_outfield,91.77,10.36,78.57,98.04,92.16,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,瀬畠　義成,MF,1928.0,Gijo Sehata,Midfield,2092.71,auto_j3_outfield,84.19,10.72,53.33,98.03,92.13,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,井林　章,DF,1368.0,Akira Ibayashi,Central Defender,1485.58,auto_j3_outfield,88.18,7.6,66.67,98.02,92.09,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,エンリック　マルティネス,MF,686.0,Enric Martínez Ros,Midfield,746.77,auto_j3_outfield,88.13,11.11,66.67,97.97,91.86,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,福田　望久斗,FW,1442.0,Mikuto Fukuda,Wide Attacker,1570.22,auto_j3_outfield,90.88,9.33,75.86,97.96,91.83,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,関野　元弥,MF,1748.0,Genya Sekino,Midfield,1903.64,auto_j3_outfield,88.89,4.2,69.23,97.96,91.82,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,バスケス　バイロン,MF,1092.0,Shun Utsugi,Midfield,1188.86,auto_j3_outfield,80.13,8.4,40.0,97.96,91.85,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,佐藤　喜生,DF,3152.0,Yoshiki Sato,Central Defender,3444.48,auto_j3_outfield,85.55,3.43,58.33,97.88,91.51,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,風間　宏希,MF,699.0,Koki Kazama,Midfield,763.73,auto_j3_outfield,84.05,18.09,53.33,97.88,91.52,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,川名　連介,FW,2311.0,Katsuya Nakano,Wide Attacker,2350.84,auto_j3_outfield,81.14,6.51,41.38,97.88,98.31,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,當麻　颯,DF,1992.0,Hayate Toma,Central Defender,2177.2,auto_j3_outfield,88.04,13.35,66.67,97.87,91.49,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,渡邉　綾平,MF,976.0,Ryohei Watanabe,Midfield,1067.98,auto_j3_outfield,88.02,8.45,66.67,97.85,91.39,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,前田　陸王,MF,420.0,Aozora Ishiyama,Midfield,390.87,auto_j3_outfield,77.42,3.39,30.77,97.85,93.06,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,岩﨑　博,DF,2662.0,Hiroshi  Iwasaki,Central Defender,2914.71,auto_j3_outfield,92.01,7.99,80.0,97.83,91.33,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,大畑　隆也,DF,2864.0,Ryuya Ohata,Central Defender,3137.07,auto_j3_outfield,88.87,3.87,69.57,97.82,91.3,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,グスタボ　リッシ,DF,1488.0,Gustavo Martini Rissi,Central Defender,1631.3,auto_j3_outfield,86.84,20.29,62.86,97.8,91.22,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,鈴木　俊也,DF,2697.0,Shunya Suzuki,Central Defender,2961.45,auto_j3_outfield,92.39,10.97,81.48,97.77,91.07,24,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,マテイ　ヨニッチ,DF,2919.0,Matej Jonjić,Central Defender,3204.69,auto_j3_outfield,84.75,3.86,56.0,97.77,91.09,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,三鬼　海,DF,1153.0,Kai Miki,Full Back,1265.95,auto_j3_outfield,82.06,7.81,47.06,97.75,91.08,19,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,松村　厳,MF,1158.0,Hisashi  Ohashi,Midfield,1274.82,auto_j3_outfield,74.56,5.63,22.22,97.71,90.84,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,五十嵐　太陽,MF,2598.0,Taichi Aoshima,Midfield,2359.08,auto_j3_outfield,84.44,8.51,55.17,97.7,90.8,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,鈴木　裕斗,DF,2636.0,Hiroto  Suzuki,Full Back,2910.5,auto_j3_outfield,90.33,4.72,75.0,97.64,90.57,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,イム　ジフン,MF,712.0,Ji-hoon Lim,Midfield,787.85,auto_j3_outfield,84.45,17.91,55.56,97.59,90.37,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,平松　航,DF,2565.0,Wataru Hiramatsu,Central Defender,2842.66,auto_j3_outfield,89.18,8.61,71.43,97.56,90.23,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,行德　瑛,DF,1128.0,Ei Gyotoku,Central Defender,1250.58,auto_j3_outfield,84.89,14.39,57.14,97.55,90.2,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,千布　一輝,MF,2982.0,Takumi Yamaguchi,Midfield,3316.04,auto_j3_outfield,81.53,7.5,46.15,97.48,89.93,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
low_confidence_top_candidate,岡澤　韻生,MF,687.0,Hibiki Okazawa,Midfield,771.24,auto_j3_outfield,86.11,12.47,62.07,97.27,89.08,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",0.0
