対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,Mapping_Source,Top_Score,Gap_to_Second,Name_Score,Vector_Score,Minutes_Score,Candidate_Count,Notes,選手名,出場時間,ポジション,シュート,PA内シュート,PA内ゴール,PA外ゴール,PA進入,ボールゲイン,パス,ラストパス,ドリブル,PA内シュート枠内率(%),PA内シュート決定率(%),タックル奪取率(%),空中戦勝率(%),パス成功率(%),シュート_per90,PA内シュート_per90,PA内ゴール_per90,PA外ゴール_per90,PA進入_per90,ボールゲイン_per90,パス_per90,ラストパス_per90,ドリブル_per90,Player,Minutes,Minutes TIP,Minutes OTIP,M/min OTIP,M/min,PSV-99,Sprint Count TIP,Sprint Distance TIP,Explosive Acceleration to Sprint Count TIP,Explosive Acceleration to HSR Count TIP,High Acceleration Count TIP,Medium Acceleration Count TIP,High Deceleration Count TIP,Medium Deceleration Count TIP,Change of Direction Count TIP,HI Count TIP,HSR Distance TIP,HSR Count TIP,Running Distance TIP,Distance TIP,HI Distance TIP,Distance OTIP,Running Distance OTIP,HSR Distance OTIP,HSR Count OTIP,Sprint Distance OTIP,Sprint Count OTIP,High Acceleration Count OTIP,HI Distance OTIP,High Acceleration Count,Explosive Acceleration to HSR Count,Explosive Acceleration to Sprint Count,Change of Direction Count,Sprint Count TIP_per90,Sprint Distance TIP_per90,Explosive Acceleration to Sprint Count TIP_per90,Explosive Acceleration to HSR Count TIP_per90,High Acceleration Count TIP_per90,Medium Acceleration Count TIP_per90,High Deceleration Count TIP_per90,Medium Deceleration Count TIP_per90,Change of Direction Count TIP_per90,HI Count TIP_per90,HSR Distance TIP_per90,HSR Count TIP_per90,Running Distance TIP_per90,Distance TIP_per90,HI Distance TIP_per90,Distance OTIP_per90,Running Distance OTIP_per90,HSR Distance OTIP_per90,HSR Count OTIP_per90,Sprint Distance OTIP_per90,Sprint Count OTIP_per90,High Acceleration Count OTIP_per90,HI Distance OTIP_per90,High Acceleration Count_per90,Explosive Acceleration to HSR Count_per90,Explosive Acceleration to Sprint Count_per90,Change of Direction Count_per90
2024-2025,J3,吉平　翼,Tsubasa Yoshihira,FW,Wide Attacker,2014.0,1652.23,manual_master,,,,,,,master_name_mapping_final.csv 採用,吉平　翼,2014,FW,53,33,5,2,53,90,784,32,46,23.038235294117644,13.235294117647058,42.45294117647059,51.03235294117647,68.48235294117647,2.3684210526315788,1.4746772591857,0.2234359483614697,0.08937437934458788,2.3684210526315788,4.021847070506455,35.03475670307845,1.429990069513406,2.0556107249255215,Tsubasa Yoshihira,1652.23,476.82,407.49,114.82520000000001,87.556,29.4,84.0,1515.0,16.0,32.0,55.0,649.0,78.0,443.0,297.0,530.0,4647.0,446.0,10385.0,56105.0,6162.0,46871.0,8809.0,4317.0,438.0,1602.0,91.0,36.0,5919.0,136.0,86.0,30.0,647.0,15.855039637599095,285.9569648924122,3.020007550018875,6.04001510003775,10.381275953189883,122.49905624764062,14.722536806342017,83.6164590411476,56.05889014722537,100.03775009437524,877.123442808607,84.18271045677615,1960.1736504341263,10589.845224613062,1163.0804077010193,10352.131340646396,1945.5937569020098,953.4712508282412,96.73857027166311,353.82463373334315,20.098652727674295,7.951115364794228,1307.2958845615842,7.408169564770038,4.684577813016348,1.634155051052214,35.243277267692754
2024-2025,J3,太田　龍之介,Ryunosuke Ota,FW,Center Forward,2014.0,2147.59,manual_master,,,,,,,master_name_mapping_final.csv 採用,太田　龍之介,2014,FW,66,57,10,0,19,33,447,26,18,37.532,17.732,24.668000000000003,44.0,57.576,2.9493545183714,2.547169811320755,0.4468718967229394,0.0,0.8490566037735848,1.4746772591857,19.975173783515395,1.1618669314796426,0.804369414101291,Ryunosuke Ota,2147.59,496.23,509.01,138.2684,102.3116,32.8,81.0,1608.0,14.0,45.0,60.0,860.0,110.0,627.0,419.0,587.0,5338.0,506.0,12445.0,69682.0,6946.0,69938.0,11139.0,4360.0,451.0,1150.0,67.0,58.0,5510.0,210.0,128.0,30.0,938.0,14.690768393688408,291.6389577413699,2.5391451544646637,8.16153799649356,10.882050661991416,155.97605948854363,19.950426213650925,113.7174294178103,75.99298712290671,106.46272897648267,968.1397738951695,91.77196058279426,2257.1186748080527,12638.050903814761,1259.7787316365395,12366.004597159194,1969.5290858725764,770.9082336299876,79.74303058879,203.33588731066186,11.846525608534215,10.255201273059468,974.2441209406495,8.800562490978258,5.364152375453415,1.257223212996894,39.30917912636956
2024-2025,J3,東家　聡樹,Toshiki Toya,FW,Center Forward,2000.0,2180.37,manual_master,,,,,,,master_name_mapping_final.csv 採用,東家　聡樹,2000,FW,63,50,3,0,31,57,673,20,23,22.972972972972972,6.756756756756757,33.78378378378378,56.472972972972975,41.95945945945946,2.835,2.25,0.135,0.0,1.395,2.565,30.285000000000004,0.9,1.035,Toshiki Toya,2180.37,418.1,576.22,153.50837837837838,114.03108108108107,32.7,143.0,3027.0,30.0,59.0,81.0,765.0,96.0,497.0,486.0,787.0,6515.0,644.0,12785.0,66158.0,9542.0,88304.0,14462.0,6352.0,630.0,2446.0,113.0,60.0,8798.0,244.0,168.0,64.0,1052.0,30.78210954317149,651.590528581679,6.457785218847166,12.700310930399425,17.436020090887347,164.67352308060273,20.66491270031093,106.98397512556804,104.61612054532407,169.40923224109065,1402.4156900263094,138.62712269791913,2752.092800765367,14241.138483616358,2054.006218607988,13792.232133560097,2258.82475443407,992.1210648710561,98.39991669848321,382.0415813404602,17.64950886814064,9.371420637950783,1374.1626462115164,10.071685080972497,6.934602842636801,2.6417534638616385,43.42382256222568
2024-2025,J3,進　昂平,Kohei Shin,FW,Center Forward,1984.0,2101.43,manual_master,,,,,,,master_name_mapping_final.csv 採用,進　昂平,1984,FW,42,39,8,0,10,39,647,17,6,30.952380952380953,11.904761904761905,21.826190476190476,39.27857142857143,67.10238095238095,1.9052419354838708,1.7691532258064515,0.3629032258064516,0.0,0.4536290322580645,1.7691532258064515,29.349798387096776,0.7711693548387096,0.2721774193548387,Kohei Shin,2101.43,516.25,529.28,146.65075,113.95775,29.3,72.0,1136.0,7.0,37.0,59.0,924.0,91.0,621.0,475.0,646.0,6952.0,574.0,18123.0,80949.0,8088.0,82486.0,15838.0,6191.0,540.0,1061.0,56.0,49.0,7252.0,177.0,104.0,16.0,1008.0,12.552058111380145,198.04358353510898,1.2203389830508473,6.450363196125909,10.285714285714285,161.08474576271186,15.864406779661017,108.26150121065375,82.8087167070218,112.61985472154964,1211.9709443099273,100.0677966101695,3159.457627118644,14112.174334140436,1410.0145278450364,14026.110943168078,2693.1302902055627,1052.7320133010883,91.82285368802903,180.41490326481258,9.5223700120919,8.332073760580412,1233.146916565901,7.580552290583079,4.454109820455595,0.6852476646854762,43.170602875185
2024-2025,J3,田中　想来,Sora Tanaka,FW,Center Forward,1894.0,2111.83,manual_master,,,,,,,master_name_mapping_final.csv 採用,田中　想来,1894,FW,61,46,7,1,16,18,433,10,26,31.509375,7.8125,15.103125,26.45625,61.1875,2.8986272439281944,2.1858500527983105,0.33262935586061243,0.04751847940865892,0.7602956705385427,0.8553326293558606,20.575501583949315,0.47518479408658926,1.2354804646251318,Sora Tanaka,2111.83,563.42,513.45,151.6959375,116.18656250000001,32.6,166.0,3400.0,13.0,41.0,57.0,964.0,107.0,693.0,465.0,876.0,7326.0,710.0,15764.0,83618.0,10726.0,79012.0,15057.0,5618.0,540.0,1666.0,84.0,42.0,7284.0,179.0,126.0,40.0,1007.0,26.516630577544287,543.111710624401,2.0766035994462393,6.5492882751766,9.105108089879664,153.98814383585957,17.092045010826737,110.69894572432644,74.27851336480778,139.93113485499273,1170.2459976571654,113.41450427744846,2518.1214724361935,13357.033829115047,1713.3577082815664,13849.60560911481,2639.2638036809813,984.7502191060472,94.65381244522348,292.0245398773006,14.723926380368097,7.361963190184048,1276.7747589833477,7.628454941922409,5.369750406045942,1.704682668586013,42.91538618165288
2024-2025,J3,岩岸　宗志,Soshi Iwagishi,FW,Wide Attacker,1795.0,1664.91,manual_master,,,,,,,master_name_mapping_final.csv 採用,岩岸　宗志,1795,FW,59,44,5,0,42,28,457,27,48,15.13469387755102,7.653061224489796,23.46938775510204,37.457142857142856,51.81428571428572,2.9582172701949863,2.2061281337047354,0.25069637883008355,0.0,2.105849582172702,1.4038997214484679,22.913649025069635,1.3537604456824512,2.4066852367688023,Soshi Iwagishi,1664.91,388.01,376.85,128.31119047619046,107.9245238095238,33.8,120.0,2612.0,12.0,38.0,55.0,718.0,108.0,474.0,367.0,690.0,5412.0,570.0,10878.0,57247.0,8024.0,52920.0,9758.0,4164.0,391.0,1140.0,53.0,48.0,5304.0,173.0,114.0,37.0,748.0,27.834334166645192,605.860673693977,2.783433416664519,8.814205819437644,12.75740315971238,166.54209943042704,25.050900749980674,109.9456199582485,85.12667199298988,160.04742145820984,1255.328470915698,132.21308729156465,2523.182392206387,13278.60106698281,1861.1891446096752,12638.450311795143,2330.4232453230725,994.4540268011144,93.3793286453496,272.25686612710626,12.657556056786518,11.463446994825528,1266.7108929282206,9.351856857127412,6.1624952700145945,2.0001081139521055,40.43461808746418
2024-2025,J3,曽田　一騎,Kazuki Sota,FW,Wide Attacker,1785.0,1952.2,manual_master,,,,,,,master_name_mapping_final.csv 採用,曽田　一騎,1785,FW,39,24,5,1,18,68,521,12,35,27.34375,14.0625,38.021875,37.415625,64.375,1.9663865546218486,1.2100840336134455,0.25210084033613445,0.050420168067226885,0.9075630252100841,3.428571428571429,26.268907563025213,0.6050420168067228,1.7647058823529411,Kazuki Sota,1952.2,530.26,492.96,162.378125,118.900625,31.9,141.0,2386.0,16.0,43.0,67.0,1018.0,117.0,697.0,477.0,816.0,7357.0,675.0,15984.0,79169.0,9743.0,81490.0,19116.0,8815.0,824.0,2603.0,140.0,65.0,11418.0,209.0,144.0,38.0,1197.0,23.931656168671974,404.97114623015125,2.7156489269415003,7.298306491155283,11.371779881567534,172.783162976653,19.858182778259724,118.30045637988911,80.96028363444348,138.49809527401652,1248.6893222192887,114.56643910534456,2712.9332780145587,13437.200618564479,1653.6604684494398,14877.677702044792,3490.0194741966893,1609.3597857838365,150.4381694255112,475.2312560856865,25.559883154819865,11.867088607594937,2084.591041869523,9.635283270156746,6.638664071304169,1.751869685483045,55.183895092715915
2024-2025,J3,棚橋　尭士,Akito Tanahashi,FW,Wide Attacker,1773.0,1800.31,manual_master,,,,,,,master_name_mapping_final.csv 採用,棚橋　尭士,1773,FW,46,30,4,0,35,56,568,22,52,16.129032258064516,6.451612903225806,30.37741935483871,20.806451612903224,72.21290322580644,2.33502538071066,1.5228426395939085,0.20304568527918784,0.0,1.7766497461928934,2.8426395939086295,28.832487309644673,1.116751269035533,2.6395939086294415,Akito Tanahashi,1800.31,431.39,448.4,158.1044827586207,113.56551724137931,31.9,108.0,1721.0,8.0,38.0,59.0,812.0,103.0,560.0,469.0,676.0,5720.0,568.0,13431.0,66452.0,7441.0,70699.0,15093.0,5352.0,528.0,1137.0,64.0,43.0,6489.0,159.0,117.0,25.0,1000.0,22.531815758362505,359.04865666798025,1.6690233895083335,7.927861100164585,12.30904749762396,169.40587403509585,21.488676139919797,116.83163726558335,97.84649620992604,141.0324764134542,1193.3517234984586,118.50066065509169,2802.0816430608033,13863.742784950973,1552.4003801664387,14190.254237288134,3029.371097234612,1074.2194469223907,105.97680642283676,228.21141837644961,12.845673505798395,8.630686886708297,1302.4308652988404,7.948631069093656,5.848992673484011,1.2497847592914555,49.99139037165821
2024-2025,J3,河辺　駿太郎,Shuntaro Kawabe,FW,Center Forward,1764.0,1932.18,manual_master,,,,,,,master_name_mapping_final.csv 採用,河辺　駿太郎,1764,FW,35,18,5,2,29,37,436,19,40,13.333333333333334,13.333333333333334,33.333333333333336,19.9,64.18666666666667,1.7857142857142856,0.9183673469387754,0.25510204081632654,0.10204081632653061,1.4795918367346939,1.8877551020408165,22.244897959183675,0.9693877551020409,2.0408163265306123,Shuntaro Kawabe,1932.18,501.08,527.45,123.20433333333334,99.38799999999999,32.6,120.0,2254.0,21.0,58.0,78.0,714.0,108.0,463.0,357.0,678.0,5196.0,558.0,10282.0,63019.0,7450.0,64725.0,9738.0,5062.0,562.0,2097.0,115.0,67.0,7159.0,218.0,172.0,49.0,790.0,21.553444559750936,404.8455336473218,3.771852797956414,10.417498203879621,14.00973896383811,128.24299513051807,19.398100103775846,83.16037359303904,64.12149756525903,121.7769617625928,933.2641494372156,100.22351720284186,1846.7709746946596,11318.971022591204,1338.1096830845374,11044.174803298889,1661.6172149018862,863.7406389231206,95.89534553038202,357.8159067210162,19.622713053369985,11.432363257180773,1221.5565456441368,10.154333447194361,8.0116759308139,2.282396050057448,36.797813868273145
2024-2025,J3,樺山　諒乃介,Ryonosuke Kabayama,FW,Midfield,1755.0,1834.19,manual_master,,,,,,,master_name_mapping_final.csv 採用,樺山　諒乃介,1755,FW,41,16,2,0,37,44,566,16,52,19.05,2.3785714285714286,35.239285714285714,10.714285714285714,69.10357142857143,2.1025641025641026,0.8205128205128205,0.10256410256410256,0.0,1.8974358974358974,2.2564102564102564,29.025641025641026,0.8205128205128205,2.666666666666667,Ryonosuke Kabayama,1834.19,470.45,498.94,141.59851851851852,105.91148148148149,31.8,108.0,1968.0,11.0,31.0,47.0,738.0,97.0,482.0,371.0,639.0,5628.0,531.0,10427.0,63419.0,7596.0,71514.0,12404.0,5400.0,563.0,2124.0,103.0,47.0,7524.0,150.0,110.0,42.0,820.0,20.66106918907429,376.4905941120204,2.1043681581464555,5.930492082049102,8.991391221171218,141.18397279200764,18.556701030927837,92.20958656605377,70.97459878839409,122.24465936868955,1076.6712721862048,101.58359017961526,1994.7497077266446,12132.447656499096,1453.1618662982253,12899.86771956548,2237.463422455606,974.0650178378161,101.55529723012788,383.13224034954106,18.57938830320279,8.477973303403214,1357.1972581873572,7.360197144243508,5.3974779057785724,2.060855200388182,40.235744388531174
2024-2025,J3,松木　駿之介,Shunnosuke Matsuki,FW,Center Forward,1660.0,1208.24,manual_master,,,,,,,master_name_mapping_final.csv 採用,松木　駿之介,1660,FW,52,42,9,1,28,40,460,13,46,30.46875,14.840625,30.990625,61.36875,60.10625,2.8192771084337354,2.2771084337349397,0.4879518072289157,0.054216867469879526,1.5180722891566265,2.168674698795181,24.93975903614458,0.7048192771084338,2.4939759036144578,Shunnosuke Matsuki,1208.24,319.67,301.35,137.9515,103.3635,32.0,87.0,1810.0,12.0,29.0,41.0,508.0,64.0,323.0,334.0,501.0,4286.0,414.0,8354.0,42802.0,6096.0,40432.0,7164.0,3427.0,365.0,1339.0,75.0,28.0,4766.0,137.0,107.0,30.0,658.0,24.494009447242465,509.588012638033,3.3784840616886167,8.164669815747489,11.543153877436104,143.02249194481809,18.018581662339287,90.93752932711858,94.03447305033315,141.05170957549973,1206.6818906997842,116.55770012825727,2351.987987612225,12050.489567366345,1716.2699033378171,12075.26132404181,2139.571926331508,1023.494275759084,109.00945744151318,399.90044798407166,22.399203583872573,8.362369337979095,1423.3947237431557,10.204926173607893,7.970270807124413,2.23465536648348,49.01344103820433
2024-2025,J3,白輪地　敬大,Keita Shirawachi,FW,Center Forward,1607.0,1847.1499999999999,manual_master,,,,,,,master_name_mapping_final.csv 採用,白輪地　敬大,1607,FW,40,29,2,2,21,23,318,27,28,31.25,5.554166666666667,24.304166666666664,18.866666666666667,74.69583333333334,2.24019912881145,1.624144368388301,0.11200995644057249,0.11200995644057249,1.1761045426260113,1.2881144990665836,17.809583074051027,1.5121344119477287,1.5681393901680152,Keita Shirawachi,1847.1499999999999,482.75,440.46999999999997,152.10884615384614,121.09769230769231,30.8,137.0,2599.0,11.0,33.0,47.0,784.0,69.0,511.0,472.0,775.0,6475.0,638.0,14709.0,76332.0,9074.0,69452.0,12063.0,4494.0,466.0,1561.0,84.0,30.0,6055.0,129.0,89.0,24.0,961.0,25.541170378042462,484.5365095805282,2.0507509062661833,6.152252718798549,8.762299326773693,146.16261004660797,12.86380113930606,95.2667011910927,87.99585706887623,144.4847229414811,1207.1465561885034,118.94355256343863,2742.2268254790265,14230.719834282754,1691.6830657690316,14190.932413104187,2464.7989647422073,918.2464185983155,95.21647331259791,318.95475287760803,17.163484459781596,6.129815878493427,1237.2011714759235,6.2853585252957265,4.336410145359067,1.1693690279619957,46.823484827978234
2024-2025,J3,後藤　優介,Yusuke Goto,FW,Wide Attacker,1573.0,1650.26,manual_master,,,,,,,master_name_mapping_final.csv 採用,後藤　優介,1573,FW,42,30,4,2,23,48,469,18,17,37.083333333333336,12.5,53.333333333333336,35.395833333333336,69.62083333333334,2.403051493960585,1.716465352828989,0.22886204704386523,0.11443102352193261,1.315956770502225,2.7463445645263826,26.834075015893198,1.0298792116973934,0.9726636999364273,Yusuke Goto,1650.26,390.55,446.72,146.66458333333333,109.1275,30.6,94.0,1734.0,8.0,30.0,49.0,696.0,98.0,471.0,367.0,556.0,4522.0,462.0,10094.0,56495.0,6256.0,65459.0,12483.0,5424.0,560.0,1238.0,68.0,79.0,6662.0,193.0,131.0,26.0,859.0,21.661759057739086,399.59032134169763,1.8435539623607733,6.9133273588529,11.291768019459736,160.38919472538728,22.583536038919473,108.53923953399054,84.57303802330047,128.12700038407374,1042.068877224427,106.46524132633465,2326.104212008706,13018.947637946485,1441.6591985661246,13187.925322349569,2514.931053008596,1092.7650429799426,112.82234957020056,249.4179799426934,13.699856733524355,15.916010028653295,1342.183022922636,10.525614145649778,7.144328772435859,1.417958382315514,46.84716347727025
2024-2025,J3,平岡　将豪,Masahide Hiraoka,FW,Center Forward,1526.0,1628.24,manual_master,,,,,,,master_name_mapping_final.csv 採用,平岡　将豪,1526,FW,49,43,9,0,13,40,320,14,5,26.23333333333333,15.42962962962963,24.692592592592593,46.229629629629635,70.28518518518518,2.889908256880734,2.5360419397116645,0.5307994757536042,0.0,0.7667103538663173,2.3591087811271296,18.872870249017037,0.8256880733944955,0.2948885976408912,Masahide Hiraoka,1628.24,430.75,389.79,134.54592592592593,101.36407407407407,30.4,83.0,1624.0,11.0,39.0,51.0,638.0,87.0,439.0,282.0,516.0,4474.0,433.0,9265.0,55535.0,6098.0,52147.0,8202.0,4464.0,462.0,1280.0,75.0,42.0,5744.0,179.0,132.0,39.0,593.0,17.341845618107953,339.3151479976785,2.298316889146837,8.148578061520604,10.65583284968079,133.30237957051654,18.177597214161345,91.72373766686013,58.920487521764365,107.81195589088799,934.7881601857225,90.47011027278003,1935.8096343586767,11603.366221706327,1274.1033081834012,12040.4063726622,1893.7889632879242,1030.708843223274,106.6728238282152,295.5437543292542,17.31701685522974,9.697529438928653,1326.2525975525282,9.894118803124845,7.296221687220557,2.1557018621333466,32.77772318577114
2024-2025,J3,マテウス　レイリア,Matheus Leiria Dos Santos,FW,Center Forward,1513.0,1355.93,manual_master,,,,,,,master_name_mapping_final.csv 採用,マテウス　レイリア,1513,FW,40,31,3,0,27,29,304,25,31,18.683333333333334,4.304166666666666,18.75,19.900000000000002,63.82083333333333,2.3793787177792467,1.844018506278916,0.1784534038334435,0.0,1.6060806345009915,1.7250495703899535,18.083278255122273,1.4871116986120292,1.844018506278916,Matheus Leiria Dos Santos,1355.93,369.36,336.32,128.504,96.732,33.3,104.0,2117.0,4.0,15.0,31.0,456.0,62.0,308.0,260.0,515.0,4061.0,411.0,8467.0,44609.0,6178.0,39845.0,7733.0,2834.0,279.0,844.0,51.0,25.0,3678.0,92.0,52.0,19.0,636.0,25.341130604288495,515.8382066276803,0.9746588693957114,3.654970760233918,7.553606237816764,111.1111111111111,15.107212475633528,75.04873294346979,63.35282651072125,125.48732943469786,989.522417153996,100.14619883040936,2063.109161793372,10869.639376218323,1505.3606237816762,10662.612987630828,2069.368458610847,758.3848715509039,74.66103710751665,225.85632730732638,13.647716460513797,6.690057088487155,984.2411988582303,6.106509923078624,3.451505608696614,1.261127049331455,42.21456859867397
2024-2025,J3,横山　智也,Tomoya Yokoyama,FW,Wide Attacker,1484.0,1359.84,manual_master,,,,,,,master_name_mapping_final.csv 採用,横山　智也,1484,FW,27,21,2,1,22,51,617,19,39,14.35277777777778,5.555555555555555,31.016666666666666,34.48888888888889,69.125,1.637466307277628,1.2735849056603774,0.12129380053908356,0.06064690026954178,1.3342318059299192,3.092991913746631,37.419137466307276,1.1522911051212938,2.3652291105121295,Tomoya Yokoyama,1359.84,345.8,341.31,156.79066666666668,120.14633333333333,31.3,82.0,1482.0,8.0,25.0,37.0,655.0,86.0,438.0,329.0,542.0,5225.0,460.0,11294.0,53434.0,6707.0,54459.0,12633.0,5160.0,408.0,879.0,49.0,35.0,6039.0,112.0,78.0,21.0,744.0,21.341816078658184,385.7142857142857,2.0821283979178715,6.506651243493349,9.629843840370157,170.4742625795257,22.38288027761712,113.99652978600348,85.62753036437246,141.0641989589358,1359.89010989011,119.7223828802776,2939.4447657605556,13907.056101792945,1745.6043956043954,14360.288300958075,3331.194515250066,1360.639887492309,107.58547947613607,231.7834226949108,12.920805133163398,9.229146523688144,1592.4233101872196,7.412636780797741,5.162372043769856,1.3898693963995765,49.24108718672785
2024-2025,J3,萱沼　優聖,Yusei Kayanuma,FW,Center Forward,1435.0,1551.8899999999999,auto_j3_outfield,90.77,12.59,75.0,98.12,92.47,5.0,"score>=82.0, gap>=12.0, name>=70.0",萱沼　優聖,1435,FW,26,17,2,0,16,39,485,17,14,18.588461538461537,7.6923076923076925,28.846153846153847,48.6576923076923,65.17307692307692,1.6306620209059235,1.0662020905923346,0.1254355400696864,0.0,1.0034843205574913,2.445993031358885,30.418118466898953,1.0662020905923346,0.8780487804878049,Yusei Kayanuma,1551.8899999999999,366.95,430.96999999999997,130.81708333333333,102.89833333333333,30.2,60.0,1110.0,5.0,15.0,35.0,626.0,64.0,432.0,258.0,395.0,3469.0,335.0,9649.0,51232.0,4579.0,59515.0,8863.0,3172.0,315.0,997.0,44.0,31.0,4169.0,107.0,64.0,28.0,530.0,14.715901348957624,272.244174955716,1.2263251124131354,3.678975337239406,8.584275786891947,153.53590407412455,15.696961438888133,105.95448971249489,63.278375800517786,96.8796838806377,850.8243629922333,82.16378253168007,2366.562201934869,12565.41763182995,1123.0685379479494,12428.591317261062,1850.871290345036,662.4126969394622,65.78184096340813,208.20474743021555,9.188574610761771,6.473768475763975,870.6174443696777,6.205336718452984,3.7116032708503828,1.6238264309970423,30.736714586729732
2024-2025,J3,瀬沼　優司,Yuji Senuma,FW,Center Forward,1384.0,1127.8600000000001,auto_j3_outfield,95.74,27.13,100.0,95.37,81.49,7.0,"score>=82.0, gap>=12.0, name>=70.0",瀬沼　優司,1384,FW,18,17,3,0,6,15,256,8,11,16.665625,7.290625,14.0625,44.2625,53.08125,1.170520231213873,1.1054913294797688,0.1950867052023121,0.0,0.3901734104046242,0.9754335260115606,16.647398843930635,0.5202312138728323,0.7153179190751444,Yuji Senuma,1127.8600000000001,259.65999999999997,305.69,153.38227272727272,116.16954545454546,30.9,52.0,1121.0,1.0,18.0,32.0,442.0,44.0,289.0,216.0,374.0,3351.0,322.0,7233.0,39898.0,4472.0,48336.0,8876.0,3281.0,296.0,840.0,39.0,26.0,4121.0,96.0,54.0,7.0,539.0,18.02356928290842,388.54656088731423,0.34660710159439273,6.238927828699069,11.091427251020567,153.20033890472158,15.25071247015328,100.16945236077949,74.86713394438883,129.63105599630288,1161.48039744281,111.60748671339445,2507.0091658322426,13828.93013941308,1550.0269583301242,14230.887500408911,2613.2356308678727,965.9786057770945,87.147109817135,247.309365697275,11.482220550230627,7.654813700153751,1213.2879714743694,7.660525242494635,4.309045448903232,0.558579965598567,43.01065735108967
2024-2025,J3,都倉　賢,Ken Tokura,FW,Center Forward,1380.0,1113.44,manual_master,,,,,,,master_name_mapping_final.csv 採用,都倉　賢,1380,FW,41,36,3,0,15,21,416,12,17,8.536363636363635,2.3727272727272726,11.112121212121211,54.71818181818182,53.34545454545455,2.6739130434782608,2.3478260869565215,0.1956521739130435,0.0,0.9782608695652174,1.3695652173913044,27.1304347826087,0.782608695652174,1.108695652173913,Ken Tokura,1113.44,273.46,283.28,117.82375,102.36666666666667,29.6,46.0,894.0,6.0,16.0,29.0,399.0,46.0,264.0,171.0,296.0,2639.0,250.0,6023.0,36206.0,3533.0,39204.0,6626.0,3314.0,281.0,653.0,32.0,31.0,3967.0,109.0,67.0,17.0,401.0,15.139325678344184,294.22950340086305,1.9746946536970673,5.265852409858846,9.544357492869159,131.317194470855,15.139325678344184,86.88656476267096,56.27879763036642,97.41826958238865,868.5365318510935,82.27894390404448,1982.2643165362397,11915.965771959336,1162.7660352519565,12455.379836204464,2105.1256707144876,1052.8805422197122,89.27562835357244,207.46258119175377,10.16661959898334,9.84891273651511,1260.3431234114657,8.810533122575082,5.415648800114958,1.374119844805288,32.41306222158356
2024-2025,J3,ピーター　ウタカ,Peter Utaka,FW,Center Forward,1362.0,1528.49,manual_master,,,,,,,master_name_mapping_final.csv 採用,ピーター　ウタカ,1362,FW,48,47,9,0,36,22,282,16,25,30.65357142857143,17.857142857142858,19.04642857142857,25.84642857142857,71.84285714285714,3.1718061674008813,3.105726872246696,0.5947136563876653,0.0,2.378854625550661,1.4537444933920705,18.634361233480178,1.0572687224669604,1.6519823788546255,Peter Utaka,1528.49,420.09,364.90999999999997,115.57714285714285,91.77607142857143,34.1,85.0,1950.0,17.0,52.0,66.0,651.0,78.0,431.0,252.0,498.0,4038.0,413.0,7865.0,50940.0,5988.0,42360.0,5565.0,2801.0,321.0,844.0,53.0,50.0,3645.0,194.0,138.0,45.0,491.0,18.210383489252305,417.76762122402346,3.6420766978504604,11.140469899307293,14.139827179890025,139.47011354709704,16.710704848960937,92.33735628079698,53.98843105048918,106.69142326644291,865.1003356423623,88.48103977719062,1684.9960722702278,10913.375705206028,1282.8679568663858,10447.507604614837,1372.5302129292156,690.8278753665288,79.17020635225126,208.16091639034283,13.071716313611576,12.331807843029788,898.9887917568717,11.42303842354219,8.125666507468155,2.64967386113092,28.91088590700626
2024-2025,J3,川又　堅碁,Kengo Kawamata,FW,Center Forward,1356.0,1575.5,manual_master,,,,,,,master_name_mapping_final.csv 採用,川又　堅碁,1356,FW,54,49,8,0,16,17,265,17,14,23.39272727272727,9.909090909090908,7.2727272727272725,31.64,58.46,3.584070796460177,3.252212389380531,0.5309734513274336,0.0,1.0619469026548671,1.1283185840707965,17.58849557522124,1.1283185840707965,0.9292035398230089,Kengo Kawamata,1575.5,450.12,336.36,124.71204081632654,100.02877551020408,32.6,82.0,1936.0,6.0,24.0,51.0,660.0,85.0,471.0,380.0,537.0,4304.0,455.0,9702.0,58665.0,6240.0,42989.0,6337.0,2961.0,325.0,1054.0,56.0,33.0,4015.0,131.0,73.0,21.0,704.0,16.39562783257798,387.09677419354836,1.1996800853105838,4.798720341242335,10.197280725139963,131.96480938416423,16.99546787523327,94.17488669688083,75.97973873633697,107.37136763529726,860.5705145294587,90.97573980271927,1939.8826979472142,11729.872034124233,1247.6672887230072,11502.586514448805,1695.5940064216911,792.2761327149483,86.96039957188725,282.0192650731359,14.983945772386727,8.829825187299322,1074.2953977880843,7.483338622659473,4.170104728657569,1.199619168517931,40.21580450650587
