チーム名,Pos,選手名,大会,試合日,節,相手チーム名,結果,PA進入,PA進入3プレー以内得点,PA進入3プレー以内シュート,ニアゾーン進入,左ニアゾーン進入,右ニアゾーン進入,セットプレーによるPA進入,PA脇進入,PA左脇進入,PA右脇進入,30m進入
高知,MF,坂岸　寛大,J2/J3 100,20260208,1,富山,○ 3 - 1,1,0,1,1,1,0,1,5,5,0,3
高知,MF,坂岸　寛大,J2/J3 100,20260215,2,FC大阪,● 2 - 2 (PK : 3 - 5),3,0,1,1,1,0,0,1,1,0,2
高知,MF,高野　裕維,J2/J3 100,20260208,1,富山,○ 3 - 1,1,0,0,1,0,1,0,1,0,1,3
高知,MF,高野　裕維,J2/J3 100,20260215,2,FC大阪,● 2 - 2 (PK : 3 - 5),2,0,1,1,1,0,0,2,0,2,10
高知,MF,高野　裕維,J2/J3 100,20260222,3,金沢,○ 3 - 2,0,0,0,0,0,0,0,2,0,2,2
高知,MF,高野　裕維,J2/J3 100,20260301,4,奈良,○ 2 - 0,1,0,1,1,1,0,0,2,0,2,3
高知,MF,高野　裕維,J2/J3 100,20260307,5,新潟,○ 2 - 2 (PK : 4 - 3),0,0,0,0,0,0,0,2,0,2,3
高知,MF,高野　裕維,J2/J3 100,20260314,6,今治,○ 2 - 0,0,0,0,0,0,0,0,0,0,0,2
高知,MF,佐々木　敦河,J2/J3 100,20260208,1,富山,○ 3 - 1,0,0,0,0,0,0,0,0,0,0,2
高知,MF,佐々木　敦河,J2/J3 100,20260215,2,FC大阪,● 2 - 2 (PK : 3 - 5),2,0,1,2,1,1,0,0,0,0,1
高知,MF,佐々木　敦河,J2/J3 100,20260222,3,金沢,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,1
高知,MF,佐々木　敦河,J2/J3 100,20260301,4,奈良,○ 2 - 0,1,0,0,1,0,1,0,1,0,1,5
高知,MF,佐々木　敦河,J2/J3 100,20260307,5,新潟,○ 2 - 2 (PK : 4 - 3),1,0,0,1,0,1,0,0,0,0,2
高知,MF,佐々木　敦河,J2/J3 100,20260314,6,今治,○ 2 - 0,0,0,0,0,0,0,0,1,0,1,4
高知,FW,河田　篤秀,J2/J3 100,20260307,5,新潟,○ 2 - 2 (PK : 4 - 3),0,0,0,0,0,0,0,1,0,1,1
高知,FW,河田　篤秀,J2/J3 100,20260314,6,今治,○ 2 - 0,1,0,0,1,0,1,0,0,0,0,0
高知,FW,青戸　翔,J2/J3 100,20260222,3,金沢,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
高知,FW,杉山　伶央,J2/J3 100,20260208,1,富山,○ 3 - 1,3,1,2,2,1,1,0,1,1,0,0
高知,FW,杉山　伶央,J2/J3 100,20260215,2,FC大阪,● 2 - 2 (PK : 3 - 5),2,0,1,2,0,2,0,0,0,0,1
高知,FW,杉山　伶央,J2/J3 100,20260222,3,金沢,○ 3 - 2,1,0,1,1,0,1,0,1,0,1,0
高知,FW,杉山　伶央,J2/J3 100,20260301,4,奈良,○ 2 - 0,3,0,2,2,0,2,0,1,1,0,4
高知,FW,杉山　伶央,J2/J3 100,20260314,6,今治,○ 2 - 0,1,0,1,1,0,1,0,0,0,0,1
高知,FW,長　疾風,J2/J3 100,20260222,3,金沢,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
高知,FW,長　疾風,J2/J3 100,20260301,4,奈良,○ 2 - 0,0,0,0,0,0,0,0,0,0,0,0
高知,FW,長　疾風,J2/J3 100,20260314,6,今治,○ 2 - 0,0,0,0,0,0,0,0,0,0,0,0
高知,FW,新谷　聖基,J2/J3 100,20260208,1,富山,○ 3 - 1,3,0,2,2,2,0,0,0,0,0,3
高知,FW,新谷　聖基,J2/J3 100,20260215,2,FC大阪,● 2 - 2 (PK : 3 - 5),2,1,1,0,0,0,0,1,0,1,2
高知,FW,新谷　聖基,J2/J3 100,20260222,3,金沢,○ 3 - 2,0,0,0,0,0,0,0,2,2,0,2
高知,FW,新谷　聖基,J2/J3 100,20260301,4,奈良,○ 2 - 0,0,0,0,0,0,0,0,0,0,0,1
高知,FW,新谷　聖基,J2/J3 100,20260307,5,新潟,○ 2 - 2 (PK : 4 - 3),1,0,1,1,0,1,0,1,0,1,1
高知,FW,新谷　聖基,J2/J3 100,20260314,6,今治,○ 2 - 0,0,0,0,0,0,0,0,0,0,0,1
北九州,GK,杉本　光希,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,0,0,0,1
北九州,GK,杉本　光希,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,GK,杉本　光希,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
北九州,GK,杉本　光希,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,GK,杉本　光希,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
北九州,GK,杉本　光希,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
北九州,DF,福森　健太,J2/J3 100,20260215,2,大分,● 0 - 2,1,0,0,1,0,1,2,3,0,3,3
北九州,DF,福森　健太,J2/J3 100,20260222,3,熊本,● 1 - 4,1,1,1,1,0,1,1,2,0,2,5
北九州,DF,福森　健太,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,1,0,1,5
北九州,DF,福森　健太,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,1,0,1,1
北九州,DF,長谷川　光基,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
北九州,DF,長谷川　光基,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,2
北九州,DF,長谷川　光基,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,2
北九州,DF,生駒　仁,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,4
北九州,DF,生駒　仁,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
北九州,DF,生駒　仁,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
北九州,DF,奈良坂　巧,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,0,0,0,2
北九州,DF,奈良坂　巧,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,2
北九州,DF,奈良坂　巧,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,1
北九州,DF,奈良坂　巧,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,5
北九州,DF,奈良坂　巧,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,2
北九州,DF,西袋　裕太,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,0,0,0,1
北九州,MF,星　広太,J2/J3 100,20260207,1,鳥取,● 1 - 3,2,0,0,2,1,1,0,0,0,0,1
北九州,MF,井澤　春輝,J2/J3 100,20260207,1,鳥取,● 1 - 3,1,0,0,0,0,0,0,0,0,0,6
北九州,MF,井澤　春輝,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,2,2,0,10
北九州,MF,井澤　春輝,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,9
北九州,MF,井澤　春輝,J2/J3 100,20260307,5,宮崎,● 2 - 3,1,0,0,1,1,0,0,0,0,0,5
北九州,MF,井澤　春輝,J2/J3 100,20260314,6,鳥栖,● 0 - 1,1,0,0,1,0,1,0,1,0,1,3
北九州,MF,髙橋　大悟,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,0,0,0,1
北九州,MF,髙橋　大悟,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,1,0,1,4
北九州,MF,髙橋　大悟,J2/J3 100,20260228,4,滋賀,● 1 - 2,1,1,1,0,0,0,0,6,0,6,13
北九州,MF,髙橋　大悟,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,1,0,1,4
北九州,MF,髙橋　大悟,J2/J3 100,20260314,6,鳥栖,● 0 - 1,2,0,1,2,0,2,0,0,0,0,3
北九州,MF,吉長　真優,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,1,0,1,0
北九州,MF,吉長　真優,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,吉長　真優,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,1,0,1,1
北九州,MF,吉長　真優,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,吉長　真優,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,平松　昇,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,0,0,0,2
北九州,MF,平松　昇,J2/J3 100,20260215,2,大分,● 0 - 2,2,0,2,1,1,0,0,1,1,0,1
北九州,MF,平松　昇,J2/J3 100,20260222,3,熊本,● 1 - 4,1,0,1,1,1,0,0,2,2,0,1
北九州,MF,平松　昇,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,4
北九州,MF,平松　昇,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,3,2,2,0,6
北九州,MF,熊澤　和希,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,平原　隆暉,J2/J3 100,20260307,5,宮崎,● 2 - 3,1,0,0,0,0,0,0,0,0,0,1
北九州,MF,平原　隆暉,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,2
北九州,MF,丸山　壮大,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,2,1,1,1
北九州,MF,丸山　壮大,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,岡野　凜平,J2/J3 100,20260207,1,鳥取,● 1 - 3,1,0,1,1,0,1,0,0,0,0,4
北九州,MF,岡野　凜平,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,岡野　凜平,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,1,0,1,1
北九州,MF,岡野　凜平,J2/J3 100,20260307,5,宮崎,● 2 - 3,1,0,0,1,1,0,1,1,1,0,1
北九州,MF,岡野　凜平,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,1,0,1,1
北九州,MF,官澤　琉汰,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,官澤　琉汰,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
北九州,MF,官澤　琉汰,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,2
北九州,MF,木實　快斗,J2/J3 100,20260207,1,鳥取,● 1 - 3,1,0,0,1,0,1,2,1,1,0,5
北九州,MF,木實　快斗,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,1,1,0,7
北九州,MF,木實　快斗,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,2,0,0,0,6
北九州,MF,木實　快斗,J2/J3 100,20260228,4,滋賀,● 1 - 2,2,0,0,2,2,0,0,0,0,0,5
北九州,MF,木實　快斗,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,1,1,0,3
北九州,MF,木實　快斗,J2/J3 100,20260314,6,鳥栖,● 0 - 1,2,0,1,1,1,0,2,1,1,0,3
北九州,FW,永井　龍,J2/J3 100,20260207,1,鳥取,● 1 - 3,1,0,0,1,0,1,0,0,0,0,1
北九州,FW,永井　龍,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,1
北九州,FW,永井　龍,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,1,1,0,1
北九州,FW,永井　龍,J2/J3 100,20260314,6,鳥栖,● 0 - 1,1,0,1,1,0,1,0,0,0,0,0
北九州,FW,河辺　駿太郎,J2/J3 100,20260207,1,鳥取,● 1 - 3,1,0,1,1,0,1,0,0,0,0,3
北九州,FW,河辺　駿太郎,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,河辺　駿太郎,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,河辺　駿太郎,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,河辺　駿太郎,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,河辺　駿太郎,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,1,1,0,1
北九州,FW,高　昇辰,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,3,0,3,1
北九州,FW,高　昇辰,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,1,1,0,1
北九州,FW,高　昇辰,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,1,1,0,2
北九州,FW,高　昇辰,J2/J3 100,20260228,4,滋賀,● 1 - 2,1,0,0,1,0,1,0,0,0,0,1
北九州,FW,高　昇辰,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,坪郷　来紀,J2/J3 100,20260215,2,大分,● 0 - 2,0,0,0,0,0,0,0,0,0,0,1
北九州,FW,坪郷　来紀,J2/J3 100,20260222,3,熊本,● 1 - 4,4,0,2,4,4,0,0,0,0,0,0
北九州,FW,坪郷　来紀,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,1,1,0,1
北九州,FW,坪郷　来紀,J2/J3 100,20260307,5,宮崎,● 2 - 3,0,0,0,0,0,0,0,1,1,0,2
北九州,FW,坪郷　来紀,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,2,2,0,1
北九州,FW,吉原　楓人,J2/J3 100,20260207,1,鳥取,● 1 - 3,1,0,0,1,1,0,0,1,1,0,0
北九州,FW,吉原　楓人,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,1,1,0,1
北九州,FW,吉原　楓人,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,吉原　楓人,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,渡邉　颯太,J2/J3 100,20260207,1,鳥取,● 1 - 3,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,渡邉　颯太,J2/J3 100,20260215,2,大分,● 0 - 2,1,0,1,0,0,0,0,1,1,0,1
北九州,FW,渡邉　颯太,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,1
北九州,FW,渡邉　颯太,J2/J3 100,20260228,4,滋賀,● 1 - 2,1,0,1,0,0,0,0,0,0,0,1
北九州,FW,渡邉　颯太,J2/J3 100,20260314,6,鳥栖,● 0 - 1,0,0,0,0,0,0,0,1,0,1,1
北九州,FW,吉田　晃盛,J2/J3 100,20260222,3,熊本,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
北九州,FW,吉田　晃盛,J2/J3 100,20260228,4,滋賀,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
鳥栖,GK,泉森　涼太,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,0,0,0,0
鳥栖,GK,泉森　涼太,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,1
鳥栖,GK,泉森　涼太,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
鳥栖,GK,泉森　涼太,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
鳥栖,GK,泉森　涼太,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,0,0,0,1
鳥栖,GK,泉森　涼太,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,1
鳥栖,DF,今津　佑太,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,3
鳥栖,DF,安藤　寿岐,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,0,0,0,1
鳥栖,DF,安藤　寿岐,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,1
鳥栖,DF,安藤　寿岐,J2/J3 100,20260221,3,宮崎,● 1 - 2,1,0,0,1,1,0,0,4,4,0,8
鳥栖,DF,安藤　寿岐,J2/J3 100,20260228,4,鹿児島,● 0 - 1,1,0,1,0,0,0,0,0,0,0,3
鳥栖,DF,小川　大空,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,0,0,0,4
鳥栖,DF,小川　大空,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,0
鳥栖,DF,小川　大空,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,0,0,0,4
鳥栖,DF,小川　大空,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,8
鳥栖,DF,小川　大空,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,0,0,0,5
鳥栖,DF,小川　大空,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,1,1,0,7
鳥栖,DF,神山　京右,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,2,0,2,4
鳥栖,DF,神山　京右,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,0
鳥栖,DF,神山　京右,J2/J3 100,20260221,3,宮崎,● 1 - 2,1,0,0,0,0,0,0,1,0,1,1
鳥栖,DF,神山　京右,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
鳥栖,DF,神山　京右,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
鳥栖,DF,長澤　シヴァタファリ,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),1,0,1,0,0,0,0,1,0,1,1
鳥栖,DF,長澤　シヴァタファリ,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,2,1,1,8
鳥栖,DF,長澤　シヴァタファリ,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,5
鳥栖,DF,北島　郁哉,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,1,0,0,0,2
鳥栖,DF,北島　郁哉,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,1
鳥栖,DF,磯谷　駿,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,0,0,0,1
鳥栖,DF,磯谷　駿,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
鳥栖,MF,田中　雄大,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,0,0,0,0
鳥栖,MF,田中　雄大,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),1,0,1,1,0,1,0,1,0,1,2
鳥栖,MF,田中　雄大,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
鳥栖,MF,田中　雄大,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,1,0,1,3
鳥栖,MF,田中　雄大,J2/J3 100,20260307,5,山口,● 0 - 2,1,0,1,0,0,0,0,0,0,0,0
鳥栖,MF,田中　雄大,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,1,1,0,1
鳥栖,MF,坂本　亘基,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,1,1,0,1
鳥栖,MF,坂本　亘基,J2/J3 100,20260221,3,宮崎,● 1 - 2,2,0,0,2,1,1,0,1,1,0,4
鳥栖,MF,坂本　亘基,J2/J3 100,20260228,4,鹿児島,● 0 - 1,1,0,1,0,0,0,0,3,3,0,4
鳥栖,MF,坂本　亘基,J2/J3 100,20260307,5,山口,● 0 - 2,1,0,0,1,1,0,0,5,4,1,3
鳥栖,MF,坂本　亘基,J2/J3 100,20260314,6,北九州,○ 1 - 0,5,0,3,5,5,0,0,1,1,0,1
鳥栖,MF,松本　凪生,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,0,0,0,4
鳥栖,MF,松本　凪生,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,1,0,1,2
鳥栖,MF,松本　凪生,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
鳥栖,MF,松本　凪生,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,3
鳥栖,MF,松本　凪生,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,1,0,1,8
鳥栖,MF,松本　凪生,J2/J3 100,20260314,6,北九州,○ 1 - 0,1,0,1,1,0,1,0,3,1,2,7
鳥栖,MF,西澤　健太,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),0,0,0,0,0,0,0,1,1,0,5
鳥栖,MF,西澤　健太,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,5
鳥栖,MF,西澤　健太,J2/J3 100,20260221,3,宮崎,● 1 - 2,2,0,1,1,0,1,0,4,4,0,5
鳥栖,MF,西澤　健太,J2/J3 100,20260228,4,鹿児島,● 0 - 1,1,0,0,1,1,0,0,0,0,0,0
鳥栖,MF,西澤　健太,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,1,3,2,1,6
鳥栖,MF,西澤　健太,J2/J3 100,20260314,6,北九州,○ 1 - 0,2,0,1,2,2,0,0,2,2,0,7
鳥栖,MF,城定　幹大,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),2,0,1,0,0,0,0,0,0,0,1
鳥栖,MF,城定　幹大,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),1,0,1,1,1,0,0,1,1,0,1
鳥栖,MF,櫻井　辰徳,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),2,0,0,2,2,0,0,0,0,0,4
鳥栖,MF,櫻井　辰徳,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,0,0,0,5
鳥栖,MF,櫻井　辰徳,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
鳥栖,MF,櫻井　辰徳,J2/J3 100,20260307,5,山口,● 0 - 2,1,0,1,0,0,0,0,1,1,0,3
鳥栖,MF,弓場　堅真,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),2,0,1,0,0,0,1,2,0,2,3
鳥栖,MF,弓場　堅真,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),1,0,1,0,0,0,0,0,0,0,1
鳥栖,MF,弓場　堅真,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,3,0,3,0
鳥栖,MF,弓場　堅真,J2/J3 100,20260228,4,鹿児島,● 0 - 1,1,0,1,1,1,0,0,1,0,1,1
鳥栖,MF,弓場　堅真,J2/J3 100,20260307,5,山口,● 0 - 2,1,0,0,1,0,1,0,0,0,0,2
鳥栖,MF,弓場　堅真,J2/J3 100,20260314,6,北九州,○ 1 - 0,2,1,1,1,0,1,0,5,0,5,2
鳥栖,MF,玄　理吾,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),1,0,1,0,0,0,0,2,1,1,6
鳥栖,MF,玄　理吾,J2/J3 100,20260221,3,宮崎,● 1 - 2,1,1,1,0,0,0,0,1,0,1,5
鳥栖,MF,玄　理吾,J2/J3 100,20260307,5,山口,● 0 - 2,3,0,1,2,0,2,0,5,1,4,4
鳥栖,MF,玄　理吾,J2/J3 100,20260314,6,北九州,○ 1 - 0,1,0,0,0,0,0,0,0,0,0,2
鳥栖,MF,豊田　歩,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),1,0,1,1,0,1,1,0,0,0,6
鳥栖,MF,豊田　歩,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,1,0,0,0,1
鳥栖,MF,豊田　歩,J2/J3 100,20260228,4,鹿児島,● 0 - 1,1,0,0,1,0,1,1,2,0,2,2
鳥栖,MF,豊田　歩,J2/J3 100,20260307,5,山口,● 0 - 2,1,0,0,0,0,0,1,0,0,0,12
鳥栖,MF,豊田　歩,J2/J3 100,20260314,6,北九州,○ 1 - 0,1,0,1,0,0,0,3,0,0,0,3
鳥栖,MF,堺屋　佳介,J2/J3 100,20260221,3,宮崎,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
鳥栖,MF,堺屋　佳介,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,2,0,2,1
鳥栖,MF,堺屋　佳介,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
鳥栖,MF,ヴィキンタス　スリヴカ,J2/J3 100,20260228,4,鹿児島,● 0 - 1,0,0,0,0,0,0,0,0,0,0,3
鳥栖,MF,松岡　響祈,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,1
鳥栖,FW,酒井　宣福,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),1,0,1,0,0,0,0,2,1,1,1
鳥栖,FW,酒井　宣福,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,0,0,0,0
鳥栖,FW,酒井　宣福,J2/J3 100,20260221,3,宮崎,● 1 - 2,1,0,0,1,0,1,0,0,0,0,1
鳥栖,FW,酒井　宣福,J2/J3 100,20260307,5,山口,● 0 - 2,0,0,0,0,0,0,0,0,0,0,1
鳥栖,FW,酒井　宣福,J2/J3 100,20260314,6,北九州,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
鳥栖,FW,塩浜　遼,J2/J3 100,20260208,1,琉球,● 2 - 2 (PK : 3 - 4),2,1,2,2,2,0,0,3,3,0,3
鳥栖,FW,塩浜　遼,J2/J3 100,20260215,2,熊本,○ 1 - 1 (PK : 4 - 3),0,0,0,0,0,0,0,1,1,0,2
