FB_Name,SC_Name,analysis_position_code,analysis_position_jp,shot_conversion_rate_pct,out_box_shots_per90,box_shots_per90,shot_on_target_rate_pct,goals_per90,aerial_wins_per90,successful_forward_passes_per90,last_passes_per90,attacking_third_gains_per90,sprint_count_full_all_per_match
中村　充孝,Atsutaka Nakamura,FW,フォワード,16.666666666666664,0.3249097472924188,0.48736462093862815,20.0,0.1624548736462094,0.9747292418772563,6.335252707581227,0.9747292418772563,0.48736462093862815,1.2
杉山　伶央,Reo Sugiyama,FW,フォワード,,,,,,,,,,4.615384615384615
山本　駿亮,Shunsuke Yamamoto,FW,フォワード,,,,,,,,,,4.923076923076923
ブルーノ　サントス,Bruno Santos de Oliveira,FW,フォワード,6.25,0.5263157894736842,2.1052631578947367,26.66,0.17543859649122806,2.2805263157894737,1.2284210526315789,0.17543859649122806,0.3508771929824561,7.5
加納　大,Haru Kano,FW,フォワード,,,,,,,,,,5.714285714285714
イ　ヨンジェ,Yong-Jae Lee,FW,フォワード,7.142857142857142,0.0,3.043478260869565,21.428571428571427,0.21739130434782608,5.001086956521738,1.3043478260869565,0.8695652173913043,0.21739130434782608,2.8181818181818183
武　星弥,Seiya Take,FW,フォワード,,,,,,,,,,5.416666666666667
髙尾　流星,Ryusei Takao,FW,フォワード,0.0,0.7003891050583657,2.4513618677042803,11.11111111111111,0.0,2.4517120622568096,2.801556420233463,0.35019455252918286,2.1011673151750974,2.4705882352941178
北村　知也,Tomoya Kitamura,FW,フォワード,0.0,0.0,0.22556390977443608,100.0,0.0,1.3531578947368421,2.2556390977443606,0.9022556390977443,0.6766917293233082,11.0
ファビアン　ゴンザレス,Fabián Andrés González Lasso,FW,フォワード,13.636363636363635,1.3917525773195876,3.711340206185567,50.009090909090915,0.6958762886597938,2.3193556701030924,1.6237113402061853,2.319587628865979,0.6958762886597938,4.266666666666667
矢野　貴章,Kisho Yano,FW,フォワード,,,,,,,,,,2.3448275862068964
望月　想空,Sora Mochizuki,FW,フォワード,50.0,0.0,2.3684210526315788,75.0,1.1842105263157894,7.105263157894736,4.144144736842105,1.776315789473684,0.0,2.0833333333333335
石井　稜真,Ryoma Ishii,FW,フォワード,,,,,,,,,,3.090909090909091
イスマイラ,Origbaajo Ismaila,FW,フォワード,,,,,,,,,,6.5
