FB_Name,SC_Name,analysis_position_code,analysis_position_jp,raw_shot_conversion_rate_pct,win_shot_conversion_rate_pct,z_shot_conversion_rate_pct,imputed_shot_conversion_rate_pct,raw_out_box_shots_per90,win_out_box_shots_per90,z_out_box_shots_per90,imputed_out_box_shots_per90,raw_box_shots_per90,win_box_shots_per90,z_box_shots_per90,imputed_box_shots_per90,raw_shot_on_target_rate_pct,win_shot_on_target_rate_pct,z_shot_on_target_rate_pct,imputed_shot_on_target_rate_pct,raw_goals_per90,win_goals_per90,z_goals_per90,imputed_goals_per90,raw_aerial_wins_per90,win_aerial_wins_per90,z_aerial_wins_per90,imputed_aerial_wins_per90,raw_successful_forward_passes_per90,win_successful_forward_passes_per90,z_successful_forward_passes_per90,imputed_successful_forward_passes_per90,raw_last_passes_per90,win_last_passes_per90,z_last_passes_per90,imputed_last_passes_per90,raw_attacking_third_gains_per90,win_attacking_third_gains_per90,z_attacking_third_gains_per90,imputed_attacking_third_gains_per90,raw_sprint_count_full_all_per_match,win_sprint_count_full_all_per_match,z_sprint_count_full_all_per_match,imputed_sprint_count_full_all_per_match,imputed_count,imputed_ratio,cluster_id,cluster_distance_to_center
土信田　悠生,Yusei  Toshida,FW,フォワード,8.695652173913043,8.695652173913043,-0.439113,0,0.2575107296137339,0.2575107296137339,-0.897449,0,2.703862660944206,2.703862660944206,1.123041,0,26.08695652173913,26.08695652173913,-0.711856,0,0.2575107296137339,0.2575107296137339,-0.168382,0,9.785278969957082,9.669857635734825,3.205944,0,1.8027038626609444,1.8027038626609444,-0.627669,0,0.5150214592274678,0.5150214592274678,-1.118874,0,0.38626609442060084,0.38626609442060084,-0.374177,0,5.617021276595745,5.617021276595745,-0.287117,0,0,0.0000,0,3.759317
オリオラ　サンデー,Oriola Sunday,FW,フォワード,10.9375,10.9375,-0.135187,0,0.3578528827037773,0.3578528827037773,-0.539265,0,1.89662027833002,1.89662027833002,0.015670,0,31.750793650793653,31.750793650793653,-0.194736,0,0.25049701789264417,0.25049701789264417,-0.207216,0,3.0777852882703782,3.0777852882703782,0.046012,0,2.362294234592446,2.362294234592446,-0.195149,0,1.359840954274354,1.359840954274354,1.061547,0,0.39363817097415504,0.39363817097415504,-0.345023,0,12.68,12.68,2.392721,0,0,0.0000,0,2.656045
田中　翔太,Shota Tanaka,FW,フォワード,19.047619047619047,19.047619047619047,0.964299,0,0.35928143712574845,0.35928143712574845,-0.534165,0,2.0958083832335332,2.0958083832335332,0.288915,0,34.146341463414636,34.146341463414636,0.023982,0,0.47904191616766467,0.47904191616766467,1.058212,0,2.2154491017964073,2.2154491017964073,-0.367352,0,0.6586227544910179,0.660823382830751,-1.510253,0,0.2994011976047904,0.2994011976047904,-1.675375,0,0.41916167664670656,0.41916167664670656,-0.244087,0,4.458333333333333,4.458333333333333,-0.726747,0,0,0.0000,0,2.491476
田口　裕也,Yuya Taguchi,FW,フォワード,15.0,15.0,0.415565,0,0.5035971223021583,0.5035971223021583,-0.019012,0,2.194244604316547,2.194244604316547,0.423950,0,33.33333333333333,33.33333333333333,-0.050247,0,0.4316546762589928,0.4316546762589928,0.795834,0,5.001654676258991,5.001654676258991,0.968225,0,1.762482014388489,1.762482014388489,-0.658757,0,0.7913669064748201,0.7913669064748201,-0.405645,0,0.4676258992805756,0.4676258992805756,-0.052428,0,8.25,8.25,0.711888,0,0,0.0000,0,1.582180
清水　一雅,Kazumasa  Shimizu,FW,フォワード,18.181818181818183,18.181818181818183,0.846923,0,0.4376012965964344,0.4376012965964344,-0.254593,0,2.771474878444084,2.771474878444084,1.215791,0,31.81363636363636,31.81363636363636,-0.188999,0,0.5834683954619124,0.5834683954619124,1.636410,0,5.104764991896271,5.104764991896271,1.017651,0,4.959481361426256,4.959481361426256,1.812273,0,1.1669367909238249,1.1669367909238249,0.563675,0,1.0210696920583469,1.0210696920583469,2.136245,0,6.052631578947368,6.052631578947368,-0.121838,0,0,0.0000,2,2.673000
藤岡　浩介,Kosuke Fujioka,FW,フォワード,21.34831460674157,21.34831460674157,1.276204,0,0.8791208791208791,0.8791208791208791,1.321467,0,2.271062271062271,2.271062271062271,0.529328,0,37.20697674418604,37.20697674418604,0.303424,0,0.6959706959706959,0.6959706959706959,2.259322,0,0.9157875457875458,0.9157875457875458,-0.990349,0,1.9779487179487178,1.9779487179487178,-0.492218,0,0.5860805860805861,0.5860805860805861,-0.935475,0,0.40293040293040294,0.40293040293040294,-0.308276,0,6.75,6.75,0.142758,0,0,0.0000,0,3.235755
髙木　彰人,Akito Takagi,FW,フォワード,7.142857142857142,7.142857142857142,-0.649625,0,0.36474164133738607,0.36474164133738607,-0.514674,0,2.188449848024316,2.188449848024316,0.416000,0,46.432142857142864,46.432142857142864,1.145701,0,0.18237082066869303,0.18237082066869303,-0.584423,0,1.6414285714285717,1.6414285714285717,-0.642511,0,1.5500607902735561,1.5500607902735561,-0.822942,0,0.8206686930091185,0.8206686930091185,-0.330019,0,0.547112462006079,0.547112462006079,0.261913,0,6.076923076923077,6.076923076923077,-0.112621,0,0,0.0000,0,1.884752
古川　大悟,Daigo Furukawa,FW,フォワード,11.29032258064516,11.29032258064516,-0.087355,0,0.22765598650927485,0.22765598650927485,-1.004019,0,2.0868465430016863,2.0868465430016863,0.276621,0,27.8672131147541,27.8672131147541,-0.549315,0,0.26559865092748736,0.26559865092748736,-0.123600,0,6.980084317032041,6.980084317032041,1.916592,0,2.580252951096121,2.580252951096121,-0.026684,0,0.7209106239460371,0.7209106239460371,-0.587488,0,0.30354131534569984,0.30354131534569984,-0.701324,0,8.5,8.5,0.806743,0,0,0.0000,0,2.409900
高木　大輔,Daisuke Takagi,FW,フォワード,7.142857142857142,7.142857142857142,-0.649625,0,0.6550218340611353,0.6550218340611353,0.521517,0,1.1790393013100435,1.1790393013100435,-0.968704,0,21.428571428571427,21.428571428571427,-1.137176,0,0.13100436681222707,0.13100436681222707,-0.868834,0,1.8339301310043667,1.8339301310043667,-0.550234,0,4.059825327510917,4.059825327510917,1.116909,0,1.4410480349344978,1.4410480349344978,1.271137,0,0.0,0.0,-1.901722,0,5.8604651162790695,5.8604651162790695,-0.194750,0,0,0.0000,0,3.375826
武　颯,Hayate Take,FW,フォワード,20.454545454545457,20.454545454545457,1.155036,0,0.8866995073891626,0.8866995073891626,1.348520,0,1.900070372976777,1.900070372976777,0.020403,0,45.456818181818186,45.456818181818186,1.056652,0,0.5700211118930331,0.5700211118930331,1.561953,0,2.1536664320900774,2.1536664320900774,-0.396968,0,4.5601688951442645,4.5601688951442645,1.503636,0,1.4567206192821955,1.4567206192821955,1.311587,0,0.633356790992259,0.633356790992259,0.602978,0,6.571428571428571,6.571428571428571,0.075004,0,0,0.0000,2,2.790637
